Collection,Location,Box,Folder,Series,Subseries,Description
Glenn,01-8-24-05-08-0-1,47.1,10,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1979."
Glenn,01-8-24-05-08-0-1,47.1,11,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1980."
Glenn,01-8-24-05-08-0-1,47.1,12,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1981-1982."
Glenn,01-8-24-05-08-0-1,47.1,13,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1983-1984."
Glenn,01-8-24-05-08-0-1,47.1,14,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1986-1987."
Glenn,01-8-24-05-08-0-1,47.1,15,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1988-1989."
Glenn,01-8-24-05-08-0-1,47.1,16,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1990-1991."
Glenn,01-8-24-05-08-0-1,47.1,17,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1992-1993."
Glenn,01-8-24-05-08-0-1,47.1,18,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 1995-1996."
Glenn,01-8-24-05-08-0-1,47.1,19,Personal/Political,JHG's Office Files,"Personal Files - Muskingum College, 50th reunion of the class of 1943, 1993."
Glenn,01-8-24-05-08-0-1,47.1,20,Personal/Political,JHG's Office Files,"Personal Files - National Aeronautics and Space Administration (NASA), Complex 14 commemorative ceremony, Cape Canaveral, February 20, 1980."
Glenn,01-8-24-05-08-0-1,47.1,21,Personal/Political,JHG's Office Files,"Personal Files - National Aerospace Association, JHG's record setting flight from Dayton to Washington, D.C., 1997."
Glenn,01-8-24-05-08-0-1,47.1,22,Personal/Political,JHG's Office Files,"Personal Files - National Air and Space Museum, Trophy Selection Committee, 1994-1998."
Glenn,01-8-24-05-08-0-1,47.1,23,Personal/Political,JHG's Office Files,"Personal Files - National Air and Space Museum, tribute dinner for JHG, 1998."
Glenn,01-8-24-05-08-0-1,47.1,24,Personal/Political,JHG's Office Files,"Personal Files - National Aviation Hall of Fame, 1975-1982."
Glenn,01-8-24-05-08-0-1,47.1,25,Personal/Political,JHG's Office Files,"Personal Files - National Aviation Hall of Fame, 1987-1998."
Glenn,01-8-24-05-08-0-1,47.1,26,Personal/Political,JHG's Office Files,"Personal Files - National Geographic Society, Centennial Award for Space, 1988."
Glenn,01-8-24-05-08-0-1,47.1,27,Personal/Political,JHG's Office Files,"Personal Files - National Mental Health Association, 1986."
Glenn,01-8-24-05-08-0-1,47.1,28,Personal/Political,JHG's Office Files,"Personal Files - National Space Club, 1979-1990."
Glenn,01-8-24-05-08-0-1,47.1,29,Personal/Political,JHG's Office Files,"Personal Files - Naval Air Test and Evaluation Museum Association, 1990."
Glenn,01-8-24-05-08-0-1,47.1,30,Personal/Political,JHG's Office Files,"Personal Files - Naval Aviation Foundation and Hall of Fame, 1987, 1990 and 1998."
Glenn,01-8-24-05-08-0-1,47.1,31,Personal/Political,JHG's Office Files,"Personal Files - New Yorker magazine, photographic portfolio ""Exiles: The Faces of JFK's Court,"" October 1993."
Glenn,01-7-29-19-04-0-1,48,1,Personal/Political,JHG's Office Files,"Personal Files - Ohio State University, 1996-1998."
Glenn,01-7-29-19-04-0-1,48,2,Personal/Political,JHG's Office Files,"Personal Files - Onassis, Jacqueline Kennedy, JHG's euolgy for, May 20, 1994."
Glenn,01-7-29-19-04-0-1,48,3,Personal/Political,JHG's Office Files,"Personal Files - Oral History Project, 1996-1997."
Glenn,01-7-29-19-04-0-1,48,4,Personal/Political,JHG's Office Files,"Personal Files - Poetry by JHG, 1995-1997."
Glenn,01-7-29-19-04-0-1,48,5,Personal/Political,JHG's Office Files,"Personal Files - Retirement from the U.S. Senate, newspaper clippings about JHG's (bound volume), 1997."
Glenn,01-7-29-19-04-0-1,48,6,Personal/Political,JHG's Office Files,"Personal Files - Retirement from the U.S. Senate, JHG's announcement speech and related documents, February 20, 1997."
Glenn,01-7-29-19-04-0-1,48,7,Personal/Political,JHG's Office Files,"Personal Files - Rose Bowl Parade (JHG was the Grand Marshal), 1990."
Glenn,01-7-29-19-04-0-1,48,8,Personal/Political,JHG's Office Files,"Personal Files - School of Advanced International Studies (John Hopkins University), 1982."
Glenn,01-7-29-19-04-0-1,48,9,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1986."
Glenn,01-7-29-19-04-0-1,48,10,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1987."
Glenn,01-7-29-19-04-0-1,48,11,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1988."
Glenn,01-7-29-19-04-0-1,48,12,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1989."
Glenn,01-7-29-19-04-0-1,48,13,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1990."
Glenn,01-7-29-19-04-0-1,48,14,Personal/Political,JHG's Office Files,"Personal Files - Space Shuttle Children's Fund, 1991-1993."
Glenn,01-7-29-19-04-0-1,48,15,Personal/Political,JHG's Office Files,Personal Files - Thomas Jefferson quote about newspapers.
Glenn,01-7-29-19-04-0-1,48,16,Personal/Political,JHG's Office Files,"Personal Files - Truman (Harry S.) Award, 1987."
Glenn,01-7-29-19-04-0-1,48,17,Personal/Political,JHG's Office Files,"Personal Files - 2003 Committee, Century of Flight, 1997-1998."
Glenn,01-7-29-19-04-0-1,48,18,Personal/Political,JHG's Office Files,"Personal Files - U.S. Astronauts Hall of Fame, 1989 and 1997."
Glenn,01-7-29-19-04-0-1,48,19,Personal/Political,JHG's Office Files,"Personal Files - U.S. Marine Corps, correspondence concerning JHG's career in, 1992-1997."
Glenn,01-7-29-19-04-0-1,48,20,Personal/Political,JHG's Office Files,"Personal Files - U.S. Marine Corps, reunions of World War II squadron VMF-155, 1994-1998."
Glenn,01-7-29-19-04-0-1,48,21,Personal/Political,JHG's Office Files,"Personal Files - U.S. Marine Corps Birthday Ball, no date, circa 1983."
Glenn,01-7-29-19-04-0-1,48,22,Personal/Political,JHG's Office Files,"Personal Files - U.S. Marine Corps Evening Parade (JHG honored at), 1987."
Glenn,01-7-29-19-04-0-1,48,23,Personal/Political,JHG's Office Files,"Personal Files - U.S. Marine Corps Heritage Center, 1997."
Glenn,01-7-29-19-04-0-1,48,24,Personal/Political,JHG's Office Files,"Personal Files - U.S.S. Ohio Submarine, SSBN 726, 1992."
Glenn,01-7-29-19-04-0-1,48,25,Personal/Political,JHG's Office Files,"Personal Files - Williams, Ted, 1988-1993."
Glenn,01-7-29-19-04-0-1,48,26,Personal/Political,JHG's Office Files,"Personal Files - Wolfe, Tom, ""The Right Stuff,"" 1982."
Glenn,01-7-29-19-04-0-1,48,27,Personal/Political,JHG's Office Files,"Personal Files - Wright Brothers Memorial Trophy, 1978."
Glenn,01-7-29-19-04-0-1,48,28,Personal/Political,JHG's Office Files,"Personal Files - Young Astronaut Program, 1984-1987."
Glenn,01-8-38-04-07-0-1,49,1,Personal/Political,JHG's Office Files,"Political Files - Ashbrook, John M., tribute to, no date."
Glenn,01-8-38-04-07-0-1,49,2,Personal/Political,JHG's Office Files,"Political Files - Askew, Reuben, 1981."
Glenn,01-8-38-04-07-0-1,49,3,Personal/Political,JHG's Office Files,"Political Files - Avakian, Stephen, 1981."
Glenn,01-8-38-04-07-0-1,49,4,Personal/Political,JHG's Office Files,"Political Files - Baker, Howard H., 1980-1982."
Glenn,01-8-38-04-07-0-1,49,5,Personal/Political,JHG's Office Files,"Political Files - Bipartisan Conference of State Party Chairmen, 1974."
Glenn,01-8-38-04-07-0-1,49,6,Personal/Political,JHG's Office Files,"Political Files - Brinkley, David, comments on JHG's withdrawal from the 1984 presidential campaign."
Glenn,01-8-38-04-07-0-1,49,7,Personal/Political,JHG's Office Files,"Political Files - Brzezinski-Schlesinger Foreign Policy Breakfast Meetings, 1982."
Glenn,01-8-38-04-07-0-1,49,8,Personal/Political,JHG's Office Files,"Political Files - Burger, Warren E., no date, circa 1978."
Glenn,01-8-38-04-07-0-1,49,9,Personal/Political,JHG's Office Files,"Political Files - Byrd, Harry F., Jr., 1976."
Glenn,01-8-38-04-07-0-1,49,10,Personal/Political,JHG's Office Files,"Political Files - Byrd, Senator Robert C., fund raiser, 1982."
Glenn,01-8-38-04-07-0-1,49,11,Personal/Political,JHG's Office Files,"Political Files - Campaign Finance Reform, 1975."
Glenn,01-8-38-04-07-0-1,49,12,Personal/Political,JHG's Office Files,"Political Files - Carter, Jimmy, 1978-1980 and no date."
Glenn,01-8-38-04-07-0-1,49,13,Personal/Political,JHG's Office Files,"Political Files - Celebreeze-Branstool campaign, 1990."
Glenn,01-8-38-04-07-0-1,49,14,Personal/Political,JHG's Office Files,"Political Files - Celeste, Richard F., 1984-1987."
Glenn,01-8-38-04-07-0-1,49,15,Personal/Political,JHG's Office Files,"Political Files - Citizens for Decency Through Law, 1987."
Glenn,01-8-38-04-07-0-1,49,16,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, administrative organization (of proposed state agency), 1971."
Glenn,01-8-38-04-07-0-1,49,17,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, correspondence, memoranda, and miscellaneous materials, 1970-1971."
Glenn,01-8-38-04-07-0-1,49,18,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Proposals on Air,"" for the April 8, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,19,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Proposals on Noise,"" for the April 8, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,20,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Water Quality - Recommendations,"" for the April 8, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,21,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Alternatives and Proposals on Land Protection and Management in Ohio,"" for the April 22, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,22,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Proposals on Energy Related Problems,"" for the April 29, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,23,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Proposals for General Session,"" for the May 20, 1971 meeting."
Glenn,01-8-38-04-07-0-1,49,24,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, executive staff report, ""Proposals and Alternatives on Organizational Structure,"" for the May 26 and June 2, 1971 meetings."
Glenn,01-8-38-04-07-0-1,49,25,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, final report, June 1971."
Glenn,01-8-38-04-07-0-1,49,26,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, JHG’s notes, no date."
Glenn,01-8-38-04-07-0-1,49,27,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, membership list, 1971."
Glenn,01-8-38-04-07-0-1,49,28,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, newspaper clippings, 1970-1971."
Glenn,01-8-38-04-07-0-1,49,29,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, preliminary report, ""Understanding Environmental Control Needs and Developing a Program for Action in Ohio,"" October 1970."
Glenn,01-8-38-04-07-0-1,49,30,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, reference and background materials."
Glenn,01-8-38-04-07-0-1,49,31,Personal/Political,JHG's Office Files,"Political Files - Citizens Task Force on Environmental Protection, summary of environmental problems in Ohio, March 1971."
Glenn,01-8-38-04-07-0-1,49,32,Personal/Political,JHG's Office Files,"Political Files - Clinton-Gore Presidential Campaign, 1992."
Glenn,01-8-38-04-07-0-1,49,33,Personal/Political,JHG's Office Files,"Political Files - Clinton-Gore Presidential Campaign, ""The Clinton-Gore Plan,"" 1992."
Glenn,01-8-38-04-07-0-1,49,34,Personal/Political,JHG's Office Files,"Political Files - Clinton-Gore Presidential Campaign, ""Putting People First: A National Economic Strategy for America,"" no date, circa 1992."
Glenn,01-8-38-04-07-0-1,49,35,Personal/Political,JHG's Office Files,"Political Files - Coalition for a Democratic Majority, 1985."
Glenn,01-8-38-04-07-0-1,49,36,Personal/Political,JHG's Office Files,"Political Files - Conference on ""The Electorate and Party Politics: Recent Trends and Alternative Futures,"" 1975."
Glenn,01-8-38-04-07-0-1,49,37,Personal/Political,JHG's Office Files,"Political Files - Cuomo, Mario, no date, circa 1982."
Glenn,01-8-38-04-07-0-1,49,38,Personal/Political,JHG's Office Files,"Political Files - Dematte, Bill, 1978."
Glenn,01-8-38-04-07-0-1,49,39,Personal/Political,JHG's Office Files,"Political Files - Democratic Business Council, 1984-1986."
Glenn,01-8-38-04-07-0-1,49,40,Personal/Political,JHG's Office Files,"Political Files - Democratic Business Council, 1987-1988."
Glenn,01-8-38-04-07-0-1,49,41,Personal/Political,JHG's Office Files,"Political Files - Democratic Conference Tax Group, 1986."
Glenn,01-8-38-04-07-0-1,49,42,Personal/Political,JHG's Office Files,"Political Files - Democratic Congressional Dinner Committee, 1985-1988."
Glenn,01-8-38-04-07-0-1,49,43,Personal/Political,JHG's Office Files,"Political Files - Democratic House and Senate Council, 1978-1987."
Glenn,01-7-32-09-07-0-1,50,1,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, 1985-1987."
Glenn,01-7-32-09-07-0-1,50,2,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, Williamsburg Conference, December 11, 1986."
Glenn,01-7-32-09-07-0-1,50,3,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, 1988-1989."
Glenn,01-7-32-09-07-0-1,50,4,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, Williamsburg Retreat, July 28, 1989."
Glenn,01-7-32-09-07-0-1,50,5,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, 1990."
Glenn,01-7-32-09-07-0-1,50,6,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, Annual Conference, 1990."
Glenn,01-7-32-09-07-0-1,50,7,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, 1991."
Glenn,01-7-32-09-07-0-1,50,8,Personal/Political,JHG's Office Files,"Political Files - Democratic Leadership Council, 1993."
Glenn,01-7-32-09-07-0-1,50,9,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, Midterm Conference, 1974."
Glenn,01-7-32-09-07-0-1,50,10,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1977-1982."
Glenn,01-7-32-09-07-0-1,50,11,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, Commission on Presidential Nominations (Hunt Commission), 1981."
Glenn,01-7-32-09-07-0-1,50,12,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, Issues Training Conference, April 21-23, 1982, manual, part 1."
Glenn,01-7-32-09-07-0-1,50,13,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, Issues Training Conference, April 21-23, 1982, manual, part 2."
Glenn,01-7-32-09-07-0-1,50,14,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1984."
Glenn,01-7-32-09-07-0-1,50,15,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1985."
Glenn,01-7-32-09-07-0-1,50,16,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1986."
Glenn,01-7-32-09-07-0-1,50,17,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, litigation against the Republican National Committee, 1986."
Glenn,01-7-32-09-07-0-1,50,18,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1987."
Glenn,01-7-32-09-07-0-1,50,19,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1988."
Glenn,01-7-32-09-07-0-1,50,20,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, summary of George Bush's record in office, 1988."
Glenn,01-7-32-09-07-0-1,50,21,Personal/Political,JHG's Office Files,"Political Files - Democratic National Committee, 1989-1990."
Glenn,01-7-32-09-07-0-1,50,22,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1976."
Glenn,01-7-32-09-07-0-1,50,23,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, JHG's Keynote Speech, 1976."
Glenn,01-7-32-09-07-0-1,50,24,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, JHG's Keynote Speech, drafts, 1976."
Glenn,01-7-32-09-07-0-1,50,25,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1980."
Glenn,01-7-33-11-08-0-1,51,1,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1984."
Glenn,01-7-33-11-08-0-1,51,2,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1988, general file (part 1)."
Glenn,01-7-33-11-08-0-1,51,3,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1988, general file (part 2)."
Glenn,01-7-33-11-08-0-1,51,4,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1988, site selection, Cleveland bid, 1986."
Glenn,01-7-33-11-08-0-1,51,5,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1992, site selection, Cleveland bid, 1990."
Glenn,01-7-33-11-08-0-1,51,6,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, general file, 1992."
Glenn,01-7-33-11-08-0-1,51,7,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1996, general file."
Glenn,01-7-33-11-08-0-1,51,8,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1996, invitations and events, August 25, 1996."
Glenn,01-7-33-11-08-0-1,51,9,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1996, invitations and events, August 26, 1996."
Glenn,01-7-33-11-08-0-1,51,10,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1996, invitations and events, August 27, 1996."
Glenn,01-7-33-11-08-0-1,51,11,Personal/Political,JHG's Office Files,"Political Files - Democratic National Convention, 1996, invitations and events, August 28-29, 1996."
Glenn,01-7-33-11-08-0-1,51,12,Personal/Political,JHG's Office Files,"Political Files - Democratic National Party Conference, 1982."
Glenn,01-7-33-11-08-0-1,51,13,Personal/Political,JHG's Office Files,"Political Files - Democratic National Party, Democratic Fact Book-Issues for 1982."
Glenn,01-7-33-11-08-0-1,51,14,Personal/Political,JHG's Office Files,"Political Files - Democratic National Party, nomination for vice president, 1976."
Glenn,01-7-33-11-08-0-1,51,15,Personal/Political,JHG's Office Files,"Political Files - Democratic Platform Committee, 1987-1988."
Glenn,01-7-33-11-08-0-1,51,16,Personal/Political,JHG's Office Files,"Political Files - Democratic Platform Committee, Defense and Foreign Policy Forum, 1988."
Glenn,01-7-33-11-08-0-1,51,17,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Commission, 1986."
Glenn,01-7-33-11-08-0-1,51,18,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Analysis of Interest Group Ratings for Senators, August 1986."
Glenn,01-7-33-11-08-0-1,51,19,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, February - May 1981."
Glenn,01-7-33-11-08-0-1,51,20,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, June - July 1981."
Glenn,01-7-33-11-08-0-1,51,21,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, August - September 1981."
Glenn,01-7-33-11-08-0-1,51,22,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, October 1981."
Glenn,01-7-33-11-08-0-1,51,23,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, November - December 1981."
Glenn,01-8-38-11-03-0-1,52,1,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, January - April 1982."
Glenn,01-8-38-11-03-0-1,52,2,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, May - June 1982."
Glenn,01-8-38-11-03-0-1,52,3,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - October 1982."
Glenn,01-8-38-11-03-0-1,52,4,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, November - December 1982."
Glenn,01-8-38-11-03-0-1,52,5,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, February - June 1983."
Glenn,01-8-38-11-03-0-1,52,6,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - October 1983."
Glenn,01-8-38-11-03-0-1,52,7,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, November 1983."
Glenn,01-8-38-11-03-0-1,52,8,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, January - April 1984."
Glenn,01-8-38-11-03-0-1,52,9,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, May - June 1984."
Glenn,01-8-38-11-03-0-1,52,10,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - October 1984."
Glenn,01-8-38-11-03-0-1,52,11,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, February - April 1985."
Glenn,01-8-38-11-03-0-1,52,12,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, May 1985."
Glenn,01-8-38-11-03-0-1,52,13,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, June 1985."
Glenn,01-8-38-11-03-0-1,52,14,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - September 1985."
Glenn,01-8-38-11-03-0-1,52,15,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, October 1985."
Glenn,01-8-38-11-03-0-1,52,16,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, Special Report, October 1985."
Glenn,01-8-38-11-03-0-1,52,17,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, November 1985."
Glenn,01-8-38-11-03-0-1,52,18,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, December 1985."
Glenn,01-8-38-11-03-0-1,52,19,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, January - March 1986."
Glenn,01-8-38-11-03-0-1,52,20,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, April - June 1986."
Glenn,01-8-38-11-03-0-1,52,21,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - September 1986."
Glenn,01-8-38-11-03-0-1,52,22,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, October 1986."
Glenn,01-8-38-11-03-0-1,52,23,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, January - March 1987."
Glenn,01-8-38-11-03-0-1,52,24,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, April - June 1987."
Glenn,01-8-38-11-03-0-1,52,25,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July 1987."
Glenn,01-8-38-11-03-0-1,52,26,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, August 1987."
Glenn,01-8-38-11-03-0-1,52,27,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, September - October 1987."
Glenn,01-8-38-11-03-0-1,52,28,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, November - December 1987."
Glenn,01-8-38-11-03-0-1,52,29,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, February - March 1988."
Glenn,01-8-38-11-03-0-1,52,30,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, April - June 1988."
Glenn,01-8-38-11-03-0-1,52,31,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, July - August 1988."
Glenn,01-8-38-11-03-0-1,52,32,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin, February - August 1989."
Glenn,01-8-38-11-03-0-1,52,33,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Bulletin and Special Reports, 1991-1992."
Glenn,01-8-38-11-03-0-1,52,34,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Democratic Legislative Record, 1997."
Glenn,01-8-38-11-03-0-1,52,35,Personal/Political,JHG's Office Files,"Political Files - Democratic Policy Committee, Economic Data Review, November 1981."
Glenn,01-8-28-02-07-0-1,53,1,Personal/Political,JHG's Office Files,"Political Files - Democratic Satellite Fund, 1987."
Glenn,01-8-28-02-07-0-1,53,2,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1977 and 1981."
Glenn,01-8-28-02-07-0-1,53,3,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1982."
Glenn,01-8-28-02-07-0-1,53,4,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1984."
Glenn,01-8-28-02-07-0-1,53,5,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1985."
Glenn,01-8-28-02-07-0-1,53,6,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, fund raising seminar, 1985."
Glenn,01-8-28-02-07-0-1,53,7,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1986."
Glenn,01-8-28-02-07-0-1,53,8,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1987."
Glenn,01-8-28-02-07-0-1,53,9,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1988."
Glenn,01-8-28-02-07-0-1,53,10,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1989-1990."
Glenn,01-8-28-02-07-0-1,53,11,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1991."
Glenn,01-8-28-02-07-0-1,53,12,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, Majority Trust Strategic Retreat, August 1991."
Glenn,01-8-28-02-07-0-1,53,13,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, Majority Trust Civil War Weekend (battlefield tours), November 1991."
Glenn,01-8-28-02-07-0-1,53,14,Personal/Political,JHG's Office Files,"Political Files - Democratic Senatorial Campaign Committee, 1992."
Glenn,01-8-28-02-07-0-1,53,15,Personal/Political,JHG's Office Files,"Political Files - Democratic Steering Committee, 1977-1979."
Glenn,01-8-28-02-07-0-1,53,16,Personal/Political,JHG's Office Files,"Political Files - DiSalle, Michael V., JHG's eulogy for, 1981."
Glenn,01-8-28-02-07-0-1,53,17,Personal/Political,JHG's Office Files,"Political Files - Fund Raising Event, Capital Club, 1981-1982."
Glenn,01-8-28-02-07-0-1,53,18,Personal/Political,JHG's Office Files,"Political Files - Fund Raising, 1989."
Glenn,01-8-28-02-07-0-1,53,19,Personal/Political,JHG's Office Files,"Political Files - Gilliam, Reginald E., 1978-1979."
Glenn,01-8-28-02-07-0-1,53,20,Personal/Political,JHG's Office Files,"Political Files - Gilliam, Reginald E., 1980-1981."
Glenn,01-8-28-02-07-0-1,53,21,Personal/Political,JHG's Office Files,"Political Files - Gilliam, Reginald E., 1982-1983 and 1987."
Glenn,01-8-28-02-07-0-1,53,22,Personal/Political,JHG's Office Files,"Political Files - Gilligan, John J., 1968-1971."
